station_id,station_name,city,state,latitude,longitude,date,groundwater_level_mbgl,monthly_rainfall_mm,monthly_avg_temp_c,estimated_population
CGWB-DDN-01,Piezometer-RajpurRoad,Dehradun,Uttarakhand,30.31,78.03,2018-11-01,9.3,18.5,16.6,793250
CGWB-DDN-01,Piezometer-RajpurRoad,Dehradun,Uttarakhand,30.31,78.03,2023-01-01,10.9,40.2,12.1,865000
CGWB-DDN-01,Piezometer-RajpurRoad,Dehradun,Uttarakhand,30.31,78.03,2023-07-01,9.95,710.8,26.1,873650
CGWB-DDN-01,Piezometer-RajpurRoad,Dehradun,Uttarakhand,30.31,78.03,2023-11-01,10.4,15.9,16.9,879542
CGWB-SML-01,Piezometer-TheMall,Shimla,Himachal Pradesh,31.1,77.17,2014-01-01,15.2,65.2,5.5,205000
CGWB-SML-01,Piezometer-TheMall,Shimla,Himachal Pradesh,31.1,77.17,2014-07-01,14.8,330.8,18.5,207050
CGWB-SML-01,Piezometer-TheMall,Shimla,Himachal Pradesh,31.1,77.17,2014-11-01,15.05,30.5,10.1,208425
CGWB-SML-01,Piezometer-TheMall,Shimla,Himachal Pradesh,31.1,77.17,2018-01-01,16.5,70.1,5.9,221000
CGWB-SML-01,Piezometer-TheMall,Shimla,Himachal Pradesh,31.1,77.17,2018-07-01,16.05,355.2,18.9,223210
CGWB-SML-01,Piezometer-TheMall,Shimla,Himachal Pradesh,31.1,77.17,2018-11-01,16.3,28.1,10.5,224688
CGWB-SML-01,Piezometer-TheMall,Shimla,Himachal Pradesh,31.1,77.17,2023-01-01,18.1,75.5,6.1,240000
CGWB-SML-01,Piezometer-TheMall,Shimla,Himachal Pradesh,31.1,77.17,2023-07-01,17.5,370.4,19.2,242400
CGWB-SML-01,Piezometer-TheMall,Shimla,Himachal Pradesh,31.1,77.17,2023-11-01,17.85,25.2,10.8,244000
CGWB-SGR-01,Piezometer-LalChowk,Srinagar,Jammu & Kashmir,34.08,74.79,2014-01-01,2.8,70.5,1.5,1310000
CGWB-SGR-01,Piezometer-LalChowk,Srinagar,Jammu & Kashmir,34.08,74.79,2014-07-01,2.5,95.2,24.5,1323100
CGWB-SGR-01,Piezometer-LalChowk,Srinagar,Jammu & Kashmir,34.08,74.79,2014-11-01,2.65,40.8,8.5,1331983
CGWB-SGR-01,Piezometer-LalChowk,Srinagar,Jammu & Kashmir,34.08,74.79,2018-01-01,3.1,75.8,1.9,1395000
CGWB-SGR-01,Piezometer-LalChowk,Srinagar,Jammu & Kashmir,34.08,74.79,2018-07-01,2.75,105.6,24.9,1408950
CGWB-SGR-01,Piezometer-LalChowk,Srinagar,Jammu & Kashmir,34.08,74.79,2018-11-01,2.95,38.9,8.9,1418425
CGWB-SGR-01,Piezometer-LalChowk,Srinagar,Jammu & Kashmir,34.08,74.79,2023-01-01,3.5,80.2,2.1,1490000
CGWB-SGR-01,Piezometer-LalChowk,Srinagar,Jammu & Kashmir,34.08,74.79,2023-07-01,3.1,115.3,25.2,1504900
CGWB-SGR-01,Piezometer-LalChowk,Srinagar,Jammu & Kashmir,34.08,74.79,2023-11-01,3.3,35.5,9.2,1514867
CGWB-DGP-01,Piezometer-SteelTownship,Durgapur,West Bengal,23.55,87.31,2014-01-01,11.2,14.1,19.5,610000
CGWB-DGP-01,Piezometer-SteelTownship,Durgapur,West Bengal,23.55,87.31,2014-07-01,10.5,380.2,30.1,616100
CGWB-DGP-01,Piezometer-SteelTownship,Durgapur,West Bengal,23.55,87.31,2014-11-01,10.3,20.5,23.5,619150
CGWB-DGP-01,Piezometer-SteelTownship,Durgapur,West Bengal,23.55,87.31,2018-01-01,12.8,16.5,19.9,655000
CGWB-DGP-01,Piezometer-SteelTownship,Durgapur,West Bengal,23.55,87.31,2018-07-01,12.05,405.8,30.5,661550
CGWB-DGP-01,Piezometer-SteelTownship,Durgapur,West Bengal,23.55,87.31,2018-11-01,11.8,18.1,23.9,665983
CGWB-DGP-01,Piezometer-SteelTownship,Durgapur,West Bengal,23.55,87.31,2023-01-01,14.5,12.8,20.1,710000
CGWB-DGP-01,Piezometer-SteelTownship,Durgapur,West Bengal,23.55,87.31,2023-07-01,13.6,420.4,30.8,717100
CGWB-DGP-01,Piezometer-SteelTownship,Durgapur,West Bengal,23.55,87.31,2023-11-01,13.35,15.9,24.2,721758
CGWB-ASN-01,Piezometer-Burnpur,Asansol,West Bengal,23.68,86.96,2014-01-01,13.1,15.5,19.2,1450000
CGWB-ASN-01,Piezometer-Burnpur,Asansol,West Bengal,23.68,86.96,2014-07-01,12.4,375.8,29.8,1464500
CGWB-ASN-01,Piezometer-Burnpur,Asansol,West Bengal,23.68,86.96,2014-11-01,12.15,22.1,23.1,1474417
CGWB-ASN-01,Piezometer-Burnpur,Asansol,West Bengal,23.68,86.96,2018-01-01,14.9,17.2,19.6,1580000
CGWB-ASN-01,Piezometer-Burnpur,Asansol,West Bengal,23.68,86.96,2018-07-01,14.1,395.2,30.2,1595800
CGWB-ASN-01,Piezometer-Burnpur,Asansol,West Bengal,23.68,86.96,2018-11-01,13.8,19.8,23.5,1606467
CGWB-ASN-01,Piezometer-Burnpur,Asansol,West Bengal,23.68,86.96,2023-01-01,16.7,14.1,19.9,1750000
CGWB-ASN-01,Piezometer-Burnpur,Asansol,West Bengal,23.68,86.96,2023-07-01,15.8,415.6,30.5,1767500
CGWB-ASN-01,Piezometer-Burnpur,Asansol,West Bengal,23.68,86.96,2023-11-01,15.5,17.5,23.8,1779167
CGWB-RNC-01,Piezometer-Kanke,Ranchi,Jharkhand,23.34,85.3,2014-01-01,9.1,10.2,18.1,1250000
CGWB-RNC-01,Piezometer-Kanke,Ranchi,Jharkhand,23.34,85.3,2014-07-01,8.4,340.5,27.5,1262500
CGWB-RNC-01,Piezometer-Kanke,Ranchi,Jharkhand,23.34,85.3,2014-11-01,8.2,25.8,21.5,1270833
CGWB-RNC-01,Piezometer-Kanke,Ranchi,Jharkhand,23.34,85.3,2018-01-01,10.6,12.8,18.5,1380000
CGWB-RNC-01,Piezometer-Kanke,Ranchi,Jharkhand,23.34,85.3,2018-07-01,9.8,360.1,27.9,1393800
CGWB-RNC-01,Piezometer-Kanke,Ranchi,Jharkhand,23.34,85.3,2018-11-01,9.55,22.1,21.9,1403100
CGWB-RNC-01,Piezometer-Kanke,Ranchi,Jharkhand,23.34,85.3,2023-01-01,12.2,9.5,18.8,1550000
CGWB-RNC-01,Piezometer-Kanke,Ranchi,Jharkhand,23.34,85.3,2023-07-01,11.3,380.7,28.2,1565500
CGWB-RNC-01,Piezometer-Kanke,Ranchi,Jharkhand,23.34,85.3,2023-11-01,11.05,19.8,22.2,1575917
CGWB-JSR-01,Piezometer-Sakchi,Jamshedpur,Jharkhand,22.8,86.2,2014-01-01,10.5,11.5,19.8,1560000
CGWB-JSR-01,Piezometer-Sakchi,Jamshedpur,Jharkhand,22.8,86.2,2014-07-01,9.7,355.2,29.1,1575600
CGWB-JSR-01,Piezometer-Sakchi,Jamshedpur,Jharkhand,22.8,86.2,2014-11-01,9.45,30.1,23.1,1586200
CGWB-JSR-01,Piezometer-Sakchi,Jamshedpur,Jharkhand,22.8,86.2,2018-01-01,12.1,13.2,20.1,1720000
CGWB-JSR-01,Piezometer-Sakchi,Jamshedpur,Jharkhand,22.8,86.2,2018-07-01,11.2,375.8,29.5,1737200
CGWB-JSR-01,Piezometer-Sakchi,Jamshedpur,Jharkhand,22.8,86.2,2018-11-01,10.9,28.5,23.5,1748533
CGWB-JSR-01,Piezometer-Sakchi,Jamshedpur,Jharkhand,22.8,86.2,2023-01-01,13.8,10.8,20.5,1910000
CGWB-JSR-01,Piezometer-Sakchi,Jamshedpur,Jharkhand,22.8,86.2,2023-07-01,12.8,390.4,29.8,1929100
CGWB-JSR-01,Piezometer-Sakchi,Jamshedpur,Jharkhand,22.8,86.2,2023-11-01,12.5,25.9,23.8,1941983
CGWB-BOK-01,Piezometer-Chas,Bokaro,Jharkhand,23.67,86.15,2014-01-01,14.2,14.8,19,1150000
CGWB-BOK-01,Piezometer-Chas,Bokaro,Jharkhand,23.67,86.15,2014-07-01,13.4,360.1,29.5,1161500
CGWB-BOK-01,Piezometer-Chas,Bokaro,Jharkhand,23.67,86.15,2014-11-01,13.15,24.5,22.8,1169333
CGWB-BOK-01,Piezometer-Chas,Bokaro,Jharkhand,23.67,86.15,2018-01-01,15.9,16.2,19.4,1250000
CGWB-BOK-01,Piezometer-Chas,Bokaro,Jharkhand,23.67,86.15,2018-07-01,15.05,380.6,29.9,1262500
CGWB-BOK-01,Piezometer-Chas,Bokaro,Jharkhand,23.67,86.15,2018-11-01,14.75,21.8,23.2,1270833
CGWB-BOK-01,Piezometer-Chas,Bokaro,Jharkhand,23.67,86.15,2023-01-01,17.8,13.5,19.7,1380000
CGWB-BOK-01,Piezometer-Chas,Bokaro,Jharkhand,23.67,86.15,2023-07-01,16.8,405.2,30.2,1393800
CGWB-BOK-01,Piezometer-Chas,Bokaro,Jharkhand,23.67,86.15,2023-11-01,16.5,19.9,23.5,1403100
CGWB-AGR-01,Piezometer-TajGanj,Agra,Uttar Pradesh,27.17,78,2014-01-01,28.5,8.5,14.5,1820000
CGWB-AGR-01,Piezometer-TajGanj,Agra,Uttar Pradesh,27.17,78,2014-07-01,28.1,280.2,33.5,1838200
CGWB-AGR-01,Piezometer-TajGanj,Agra,Uttar Pradesh,27.17,78,2014-11-01,27.9,2.1,19.1,1850267
CGWB-AGR-01,Piezometer-TajGanj,Agra,Uttar Pradesh,27.17,78,2018-01-01,30.4,10.1,14.9,1980000
CGWB-AGR-01,Piezometer-TajGanj,Agra,Uttar Pradesh,27.17,78,2018-07-01,29.9,305.8,33.9,1999800
CGWB-AGR-01,Piezometer-TajGanj,Agra,Uttar Pradesh,27.17,78,2018-11-01,29.65,1.5,19.5,2013000
CGWB-AGR-01,Piezometer-TajGanj,Agra,Uttar Pradesh,27.17,78,2023-01-01,32.6,7.8,15.1,2190000
CGWB-AGR-01,Piezometer-TajGanj,Agra,Uttar Pradesh,27.17,78,2023-07-01,31.9,320.4,34.2,2211900
CGWB-AGR-01,Piezometer-TajGanj,Agra,Uttar Pradesh,27.17,78,2023-11-01,31.6,0.8,19.8,2226550
CGWB-VNS-01,Piezometer-AssiGhat,Varanasi,Uttar Pradesh,25.31,82.97,2014-01-01,15.2,16.8,15.2,1650000
CGWB-VNS-01,Piezometer-AssiGhat,Varanasi,Uttar Pradesh,25.31,82.97,2014-07-01,14.5,330.5,32.1,1666500
CGWB-VNS-01,Piezometer-AssiGhat,Varanasi,Uttar Pradesh,25.31,82.97,2014-11-01,14.25,4.5,20.1,1677500
CGWB-VNS-01,Piezometer-AssiGhat,Varanasi,Uttar Pradesh,25.31,82.97,2018-01-01,16.9,18.2,15.5,1790000
CGWB-VNS-01,Piezometer-AssiGhat,Varanasi,Uttar Pradesh,25.31,82.97,2018-07-01,16.1,355.1,32.5,1807900
CGWB-VNS-01,Piezometer-AssiGhat,Varanasi,Uttar Pradesh,25.31,82.97,2018-11-01,15.8,3.1,20.5,1819883
CGWB-VNS-01,Piezometer-AssiGhat,Varanasi,Uttar Pradesh,25.31,82.97,2023-01-01,18.8,15.5,15.8,1980000
CGWB-VNS-01,Piezometer-AssiGhat,Varanasi,Uttar Pradesh,25.31,82.97,2023-07-01,17.9,370.8,32.8,1999800
CGWB-VNS-01,Piezometer-AssiGhat,Varanasi,Uttar Pradesh,25.31,82.97,2023-11-01,17.6,1.9,20.8,2013100
CGWB-GZB-01,Piezometer-Indirapuram,Ghaziabad,Uttar Pradesh,28.67,77.42,2014-01-01,24.8,20.1,14,2150000
CGWB-GZB-01,Piezometer-Indirapuram,Ghaziabad,Uttar Pradesh,28.67,77.42,2014-07-01,24.3,225.6,33.8,2171500
CGWB-GZB-01,Piezometer-Indirapuram,Ghaziabad,Uttar Pradesh,28.67,77.42,2014-11-01,24.05,1.1,19.2,2186083
CGWB-GZB-01,Piezometer-Indirapuram,Ghaziabad,Uttar Pradesh,28.67,77.42,2018-01-01,26.9,19.5,14.2,2350000
CGWB-GZB-01,Piezometer-Indirapuram,Ghaziabad,Uttar Pradesh,28.67,77.42,2018-07-01,26.35,240,,
